Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
SRY 22984422 ChIP-ChIP TESTIS Rat	1/142	0.627190626646583	0.999996156349101	0	0	1.02091422063467	0.476261338186904	TMEM119
SOX4 29892750 ChIP-Seq EML Mouse BoneMarrow	1/142	0.627190626646583	0.999996156349101	0	0	1.02091422063467	0.476261338186904	GRIP1
SMC3 22415368 ChIP-Seq MEFs Mouse	10/1546	0.630741081238035	0.999996156349101	0	0	0.932108561197917	0.429571394446586	BTNL9;GBP5;SLAMF8;FN1;ANK2;ROR1;SRGAP1;ATF3;CORIN;C1QC
MYC 27129775 Chip-Seq CORNEA Mouse	10/1547	0.631563771605116	0.999996156349101	0	0	0.931451284970722	0.428054360137398	DDX3Y;CD274;ANXA3;SPDYE4;SLITRK5;ATF3;MYOM2;VSIG10;CD177;GDF7
RCOR1 19997604 ChIP-ChIP NEURONS Mouse	7/1095	0.636052089998263	0.999996156349101	0	0	0.922050404131118	0.417204587397166	DDX3Y;FHAD1;MOXD1;EIF1AY;SLITRK5;UTY;CYYR1
SOX2 30713093 ChIP-Seq Epithelial Human Tongue SCC	6/945	0.64002346040487	0.999996156349101	0	0	0.916013166811889	0.408771284614257	GBP6;IFI27;ANKRD22;SLC1A3;KIF20A;MYOM2
FOXM1 26456572 ChIP-Seq MCF-7 Human BreastCancer	3/478	0.644263216386144	0.999996156349101	0	0	0.906994152046784	0.398758088123056	PKIB;KIF20A;SYBU
PHOX2B 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma	5/794	0.64463330450202	0.999996156349101	0	0	0.90878336525725	0.399022823796564	RFPL2;PRR16;NRCAM;PDCD1LG2;CORIN
CJUN 26792858 Chip-Seq BT549 Human	10/1564	0.645405963044145	0.999996156349101	0	0	0.920407014157014	0.403023920931885	GRIP1;PLEKHG7;PLLP;EPSTI1;PRR16;FN1;SLC1A3;ROR1;CACNA1E;LRP1B
RARG 19884340 ChIP-ChIP MEFs Mouse	2/317	0.645651951001693	0.999996156349101	0	0	0.912558356676004	0.399239440772717	NRN1;FN1
SOX3 22085726 ChIP-Seq NPCs Mouse	10/1565	0.646211637179474	0.999996156349101	0	0	0.919764871382637	0.401595295961047	GBP6;GBP5;WDR17;NRN1;GRIN3A;SPDYE4;PARVA;GPR84;OTX1;ATF3
IRF8 22096565 ChIP-ChIP GC-B Human	1/150	0.647423097078513	0.999996156349101	0	0	0.96570812717386	0.419846689316519	EPSTI1
VDR 21846776 ChIP-Seq THP-1 Human	4/641	0.649386753013246	0.999996156349101	0	0	0.900911455282457	0.388947636186813	IFI27;RFPL2;OTX1;MYOM2
ETS2 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse	1/151	0.649874252210782	0.999996156349101	0	0	0.959221411192214	0.413401783831379	ATF3
NCOR 22424771 ChIP-Seq 293T Human	10/1572	0.651824180901477	0.999996156349101	0	0	0.915292893725992	0.391727432150698	GBP5;PKIB;PLEKHG7;HPN;FFAR3;ROR1;IL27;GBP1;CORIN;CD177
ISL1 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma	1/152	0.652308489114134	0.999996156349101	0	0	0.952820611978537	0.407080873567411	ARL17A
JUND 26020271 ChIP-Seq SMOOTH MUSCLE Human	10/1573	0.652622065919828	0.999996156349101	0	0	0.914657309660908	0.390336485483981	FHAD1;ETV7;CD274;PLEKHG7;ANXA3;EPSTI1;PRR16;TMEM119;FCGR1A;ATF3
HOXB7 26014856 ChIP-Seq BT474 Human	10/1573	0.652622065919828	0.999996156349101	0	0	0.914657309660908	0.390336485483981	FHAD1;KDM5D;EIF1AY;KREMEN1;C4BPA;GPR84;OTX1;FOLR3;DDO;GDF7
NR3C1 27076634 ChIP-Seq BEAS2B Human Lung Inflammation	20/3084	0.654763782467073	0.999996156349101	0	0	0.929216267646148	0.393505198076013	ANXA3;PLLP;FN1;BHLHE41;SLC1A3;SEPTIN4;MYOM2;FHAD1;GRIP1;COL4A3;NOS1AP;EPSTI1;PRR16;SLAMF8;TMEM119;NRCAM;MOCS1;GBP1;SYBU;SOX5
ETV2 25802403 ChIP-Seq MESCs Mouse	5/804	0.655556599136013	0.999996156349101	0	0	0.89693884272634	0.378750934246754	ARL17A;CASP5;ANKRD22;NRCAM;CORIN
NR3C1 34362910 ChIP-Seq WistarRat Hippocampus	4/647	0.656615694256738	0.999996156349101	0	0	0.892226271442167	0.375320666250083	KREMEN1;PARVA;CSMD1;SYBU
SMAD3 21741376 ChIP-Seq EPCs Human	8/1272	0.657271608795623	0.999996156349101	0	0	0.905452775073028	0.379980444836183	FHAD1;ETV7;OLAH;MMP19;SLITRK5;FGF13;ATF3;LRP1B
HSF1 23293686 ChIP-Seq STHDH STRIATAL Mouse	4/649	0.659003349698387	0.999996156349101	0	0	0.889367117898878	0.370889800016746	FHAD1;PLLP;SERPING1;ATF3
GATA3 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma	8/1277	0.661620114222815	0.999996156349101	0	0	0.901642722919319	0.372435909270056	ARL17A;RFPL2;TMEM119;PDCD1LG2;FGF13;SRGAP1;SYBU;ATF3
JUN 26020271 ChIP-Seq SMOOTH MUSCLE Human	10/1587	0.663688364074448	0.999996156349101	0	0	0.905843769816106	0.371343923822425	FHAD1;ETV7;CD274;IFI27;PLEKHG7;ANXA3;EPSTI1;PRR16;TMEM119;ATF3
GATA3 22897851 ChIP-Seq JUKARTE6-1 Human	10/1587	0.663688364074448	0.999996156349101	0	0	0.905843769816106	0.371343923822425	GBP6;ETV7;GRIP1;ARL17A;ROR1;FOLR3;GBP1;CORIN;CD177;GDF7
NANOG 21062744 ChIP-ChIP HESCs Human	4/654	0.664924179819436	0.999996156349101	0	0	0.882296211251435	0.360049431996599	GBP5;SLC1A3;SLITRK5;ROR1
CBP 21632823 ChIP-Seq H3396 Human	10/1593	0.668370787617557	0.999996156349101	0	0	0.902114260897031	0.363472830825482	GRIP1;BATF2;OLAH;PLEKHG7;ANKRD22;BHLHE41;MMP19;PARVA;SRGAP1;SOX5
TCF3 18692474 ChIP-Seq MESCs Mouse	6/976	0.670879114146215	0.999996156349101	0	0	0.885285848172446	0.353376290618461	GRIP1;C1QA;FN1;SLC1A3;ROR1;C1QC
ZNF217 24962896 ChIP-Seq MCF-7 Human	8/1289	0.671926021561566	0.999996156349101	0	0	0.892619948357653	0.354911967907172	GRIP1;PKIB;LYPD6B;NOS1AP;FN1;NRCAM;SRGAP1;LRP1B
P63 20808887 ChIP-Seq KERATINOCYTES Human	10/1598	0.672244767824276	0.999996156349101	0	0	0.899027865239295	0.357033423682005	ETV7;CD274;LYPD6B;EPSTI1;FAM118A;BHLHE41;C4BPA;CACNA1E;SRGAP1;XKR3
EOMES 21245162 ChIP-Seq HESCs Human	5/820	0.672590659054799	0.999996156349101	0	0	0.878592185986439	0.348465798582077	MOXD1;PLLP;EPSTI1;FN1;COCH
NKX2-5 21415370 ChIP-Seq HL-1 Mouse	6/980	0.674738253498997	0.999996156349101	0	0	0.881463505693485	0.346794571281029	COL4A4;FFAR3;SYN2;MOCS1;MYOM2;CORIN
SOX9 26525672 Chip-Seq HEART Mouse	8/1299	0.680371518394441	0.999996156349101	0	0	0.885229100875886	0.340916137769886	GRIP1;NRN1;COL4A4;SLC1A3;ANK2;GPR84;SRGAP1;LRP1B
ESR1 20079471 ChIP-ChIP T-47D Human	1/167	0.686868848080278	0.999996156349101	0	0	0.86606279131123	0.325303499443802	MYOM2
YY1 22570637 ChIP-Seq MALME-3M Human	5/839	0.692097925409824	0.999996156349101	0	0	0.857719839166261	0.315664764867785	FAM118A;MMP19;ROR1;GPR84;SRGAP1
P63 26484246 Chip-Seq KERATINOCYTES Human	10/1627	0.694200556465317	0.999996156349101	0	0	0.881503169449598	0.321743697479264	GBP6;ARL17B;FHAD1;ARL17A;ANKRD22;NOS1AP;BHLHE41;PARVA;CACNA1E;CD177
LMO2 20887958 ChIP-Seq HPC-7 Mouse	8/1317	0.695240288443806	0.999996156349101	0	0	0.872210142798378	0.317046428274865	BTNL9;CD274;C1QA;SLC26A8;TMEM119;FFAR3;PDCD1LG2;SOX5
RING1B 27294783 Chip-Seq NPCs Mouse	10/1632	0.697895919134298	0.999996156349101	0	0	0.878545006165228	0.315999724392731	NRN1;BHLHE41;KREMEN1;NRCAM;GPR84;OTX1;WNT16;CSMD1;ATF3;COCH
CTCF 27219007 Chip-Seq Bcells Human	10/1633	0.69863176443378	0.999996156349101	0	0	0.87795556069008	0.31486250117663	GBP6;C1QA;LYPD6B;NOS1AP;TMEM119;BHLHE41;ROR1;PARVA;CACNA1E;C1QC
WT1 19549856 ChIP-ChIP CCG9911 Human	1/173	0.699717864401991	0.999996156349101	0	0	0.83559667289085	0.298373252301172	ATF3
AR 25329375 ChIP-Seq VCAP Human	9/1481	0.701319131083825	0.999996156349101	0	0	0.871619059656218	0.309243682396674	CD274;FN1;SLITRK5;CYYR1;CACNA1E;LRP1B;CORIN;SOX5;GDF7
SALL4 28974232 ChIP-Seq Mouse BoneMarrow Leukemia	2/352	0.70154093176691	0.999996156349101	0	0	0.819831932773109	0.290610770618735	NOS1AP;OTX1
TP53 18474530 ChIP-ChIP U2OS Human	4/687	0.702255429430796	0.999996156349101	0	0	0.838224689145779	0.296277290532595	NOS1AP;EPSTI1;SRGAP1;CSMD1
SMAD1 18555785 Chip-Seq ESCs Mouse	9/1483	0.702845864842871	0.999996156349101	0	0	0.870341737401786	0.306897870877073	COL4A4;LYPD6B;COL4A3;NOS1AP;SLAMF8;FN1;CACNA1E;ATF3;LRP1B
ESR1 17901129 ChIP-ChIP LIVER Mouse	2/354	0.704504264781642	0.999996156349101	0	0	0.815090240641711	0.285494236404502	SLC26A8;MOCS1
POU5F1 18358816 ChIP-ChIP MESCs Mouse	3/526	0.707193697088841	0.999996156349101	0	0	0.821712343318462	0.284682800259845	FN1;ROR1;GDF7
SALL4 18804426 ChIP-ChIP XEN Mouse	4/693	0.708715230862538	0.999996156349101	0	0	0.830665251391807	0.28599927720608	FHAD1;GBP5;ANK2;SOX5
SUZ12 18555785 Chip-Seq ESCs Mouse	9/1491	0.70890448315004	0.999996156349101	0	0	0.865266924018454	0.297681658037469	GBP5;COL4A4;LYPD6B;COL4A3;NOS1AP;SLAMF8;FN1;CACNA1E;ATF3
CEBPB 20176806 ChIP-Seq MACROPHAGES Mouse	9/1492	0.709656356420392	0.999996156349101	0	0	0.864636422085967	0.29654818502232	DDX3Y;BATF2;ANXA3;BHLHE41;ROR1;KIF20A;GPR84;PDCD1LG2;MOCS1
ATF3 23680149 ChIP-Seq GBM1-GSC Human	10/1652	0.712406602216485	0.999996156349101	0	0	0.866892509135201	0.293968850008128	GBP5;ANXA3;NOS1AP;FN1;SLC1A3;GPR84;FOLR3;SYN2;GBP1;ATF3
FOXA1 26769127 Chip-Seq PDAC-Cell Line Human	10/1658	0.716674460229087	0.999996156349101	0	0	0.863451911407767	0.287644819367466	GBP6;FHAD1;PLEKHG7;ANKRD22;BHLHE41;NRCAM;ROR1;GBP1;ATF3;SOX5
KLF1 20508144 ChIP-Seq FETAL-LIVER-ERYTHROID Mouse	5/868	0.720340044457671	0.999996156349101	0	0	0.827633974856028	0.271490340719639	COL4A3;SLITRK5;CYYR1;LRP1B;CORIN
SOX2 18555785 Chip-Seq ESCs Mouse	9/1508	0.721520351979666	0.999996156349101	0	0	0.854662798454784	0.278957401971459	COL4A4;LYPD6B;COL4A3;NOS1AP;FN1;ANK2;CACNA1E;ATF3;LRP1B
NFE2L2 20460467 ChIP-Seq MEFs Mouse	5/870	0.722219081443147	0.999996156349101	0	0	0.825633447781303	0.268683208954734	LYPD6B;NOS1AP;FN1;KREMEN1;CACNA1E
NRF2 20460467 ChIP-Seq MEFs Mouse	5/870	0.722219081443147	0.999996156349101	0	0	0.825633447781303	0.268683208954734	LYPD6B;NOS1AP;FN1;KREMEN1;CACNA1E
KLF6 26769127 Chip-Seq PDAC-Cell Line Human	10/1666	0.722303057805216	0.999996156349101	0	0	0.858903230676328	0.279410222679523	GBP6;NRN1;IFI27;BHLHE41;ROR1;PARVA;WNT16;ATF3;SOX5;C1QC
P53 22387025 ChIP-Seq ESCs Mouse	9/1511	0.723709896888516	0.999996156349101	0	0	0.852816399838974	0.275770686712651	COL4A4;LYPD6B;COL4A3;NOS1AP;SLAMF8;FN1;CACNA1E;ATF3;LRP1B
TAF15 26573619 Chip-Seq HEK293 Human	1/185	0.723866328420919	0.999996156349101	0	0	0.78062519834973	0.252257887587875	SLITRK5
P53 22127205 ChIP-Seq FIBROBLAST Human	3/545	0.729654523267213	0.999996156349101	0	0	0.792127921279213	0.249666135980734	GBP5;XKR3;ATF3
NANOG 18555785 Chip-Seq ESCs Mouse	9/1522	0.731643178746715	0.999996156349101	0	0	0.846108916521926	0.264377175840836	COL4A4;LYPD6B;COL4A3;NOS1AP;FN1;ANK2;CACNA1E;ATF3;LRP1B
PPARG 19300518 ChIP-PET 3T3-L1 Mouse	1/191	0.735207297156262	0.999996156349101	0	0	0.755743373031118	0.232468764466018	HP
E2F1 18555785 Chip-Seq ESCs Mouse	9/1528	0.735907242034118	0.999996156349101	0	0	0.842491235053661	0.258350946567941	COL4A4;LYPD6B;COL4A3;NOS1AP;SLAMF8;FN1;CACNA1E;ATF3;LRP1B
GATA3 21867929 ChIP-Seq TH1 Mouse	8/1372	0.737944165606098	0.999996156349101	0	0	0.834558989397699	0.253611722420382	BTNL9;CD274;MOXD1;PRR16;WNT16;SRGAP1;MYOM2;DDO
NACC1 18358816 ChIP-ChIP MESCs Mouse	3/554	0.739817633346776	0.999996156349101	0	0	0.778826376285541	0.234700547028943	PLLP;FBXO39;ROR1
NANOG 16153702 ChIP-ChIP HESCs Human	6/1057	0.743371704121484	0.999996156349101	0	0	0.813554190813943	0.241266886127913	PKIB;SLC26A8;SLITRK5;ROR1;OTX1;SOX5
POU2F1 35413990 ChIP-Seq Human ARposCRProstateCancer	4/732	0.748249970984204	0.999996156349101	0	0	0.784566180088568	0.22753844859935	GRIP1;FN1;ATF3;COCH
RXR 22158963 ChIP-Seq LIVER Mouse	9/1546	0.748430491118009	0.999996156349101	0	0	0.831807659136645	0.241038681187911	HPN;HP;FN1;SLC26A8;ANK2;GPR84;MOCS1;DDO;CORIN
KDM2B 26808549 Chip-Seq REH Human	8/1389	0.750295481012458	0.999996156349101	0	0	0.823528101153011	0.236589885534764	GRIP1;ANK2;CYYR1;CACNA1E;SRGAP1;CSMD1;COCH;SOX5
NUCKS1 24931609 ChIP-Seq HEPATOCYTES Mouse	3/570	0.75714253725965	0.999996156349101	0	0	0.756221830295904	0.210383749764746	FN1;BHLHE41;ATF3
FOSL1 28411283 ChIP-Seq MDA231-LM2-4175 Human BreastCancer	7/1238	0.757751300832173	0.999996156349101	0	0	0.80873242755533	0.224342412882184	FHAD1;ANKRD22;SLC26A8;BHLHE41;MMP19;ANK2;PDCD1LG2
CEBPB 22108803 ChIP-Seq LS180 Human	9/1565	0.761210034213732	0.999996156349101	0	0	0.820798708674598	0.223951612905728	COL4A4;ANKRD22;FAM118A;BHLHE41;IL27;GPR84;FCGR1A;LRP1B;CD177
BRD4 28847988 ChIP-Seq BCBL1 Human Blood Lymphoma	1/206	0.761576850867146	0.999996156349101	0	0	0.699910984511305	0.190630689321775	SRGAP1
FOXO3 23340844 ChIP-Seq DLD1 Human	3/576	0.763397800460821	0.999996156349101	0	0	0.748070583672678	0.201961118796111	EIF1AY;KREMEN1;VSIG10
DPY 21335234 ChIP-Seq ESCs Mouse	9/1575	0.767754409096787	0.999996156349101	0	0	0.815111823932995	0.21542213551968	BTNL9;FHAD1;NRN1;FN1;SERPING1;GPR84;SRGAP1;ATF3;GDF7
GF1 26923725 Chip-Seq HPCs Mouse	6/1089	0.768686106952146	0.999996156349101	0	0	0.788172584571477	0.207346592331761	GRIP1;NOS1AP;ANK2;CACNA1E;ATF3;COCH
OCT4 20526341 ChIP-Seq ESCs Human	9/1578	0.769693279322924	0.999996156349101	0	0	0.813419894170483	0.212923379827773	GBP6;ANXA3;PLLP;HPN;TMEM119;ROR1;IL27;GPR84;MYOM2
LXR 22158963 ChIP-Seq LIVER Mouse	9/1578	0.769693279322924	0.999996156349101	0	0	0.813419894170483	0.212923379827773	FHAD1;NOS1AP;HP;FN1;SERPING1;MMP19;ANK2;PDCD1LG2;MOCS1
TCF4 22108803 ChIP-Seq LS180 Human	9/1579	0.770337063093284	0.999996156349101	0	0	0.812857354466005	0.212096524927161	C1QA;OLAH;SPDYE4;SLITRK5;GPR84;FCGR1A;CACNA1E;SRGAP1;XKR3
UBF1/2 26484160 Chip-Seq FIBROBLAST Human	9/1583	0.772899669935969	0.999996156349101	0	0	0.810614343547768	0.208819144455236	GBP5;GRIN3A;ANXA3;EPSTI1;SLC1A3;FGF13;SYN2;COCH;GDF7
REST 19997604 ChIP-ChIP NEURONS Mouse	6/1095	0.773223237197072	0.999996156349101	0	0	0.783579597629184	0.2015268611677	DDX3Y;FHAD1;PKIB;USP9Y;SLITRK5;ANK2
DROSHA 22980978 ChIP-Seq HELA Human	2/409	0.776858964598221	0.999996156349101	0	0	0.702955629426218	0.177493806444255	C1QB;ROR1
CTCF 20526341 ChIP-Seq ESCs Human	9/1591	0.777964781749921	0.999996156349101	0	0	0.806162349689824	0.202406424732435	BTNL9;C1QA;ANXA3;FFAR3;IL27;GPR84;SRGAP1;CD177;C1QC
SOX2 22085726 ChIP-Seq NPCs Mouse	8/1430	0.778421310620856	0.999996156349101	0	0	0.798009304338418	0.199891252691154	C1QB;WDR17;NRN1;PLLP;LYPD6B;KIF20A;GBP1;C1QC
SOX2 18358816 ChIP-ChIP MESCs Mouse	3/591	0.778470797583616	0.999996156349101	0	0	0.728420256991686	0.182413768420529	PLLP;FN1;ROR1
WDR5 24793694 ChIP-Seq LNCAP Human	3/592	0.779447325575464	0.999996156349101	0	0	0.727145821543105	0.181183046076763	GPR84;CYYR1;ZFY
GATA4 25053715 ChIP-Seq YYC3 Human	9/1602	0.784798647335631	0.999996156349101	0	0	0.800113870275478	0.193890069415592	BATF2;APOL4;ANXA3;PLLP;SLC1A3;GPR84;SRGAP1;ATF3;VSIG10
ZFP281 18358816 ChIP-ChIP MESCs Mouse	2/419	0.788229610988477	0.999996156349101	0	0	0.685745521230075	0.163184013830773	CYYR1;CACNA1E
SMARCA4 23332759 ChIP-Seq OLIGODENDROCYTES Mouse	12/2089	0.788679076010823	0.999996156349101	0	0	0.815507714881812	0.193598097123597	GRIP1;SLC1A3;SLITRK5;NRCAM;ROR1;CYYR1;SRGAP1;SYN2;MOCS1;CSMD1;LRP1B;DDO
TCF3 18347094 ChIP-ChIP MESCs Mouse	9/1613	0.791481607061135	0.999996156349101	0	0	0.794148350055095	0.185710510037669	GBP5;PLLP;FN1;SLC1A3;ROR1;OTX1;GBP1;CSMD1;ATF3
FOXA1 33576154 ChIP-Seq Human HilarLN ProstateCancer	4/781	0.792010393169845	0.999996156349101	0	0	0.733206554102076	0.170969664869309	GRIP1;SRGAP1;SYBU;ATF3
FOXM1 23109430 ChIP-Seq U2OS Human	1/226	0.792723004220303	0.999996156349101	0	0	0.637047850770479	0.147974379051394	KIF20A
GATA1 19941827 ChIP-Seq MEL Mouse	8/1453	0.793173551191397	0.999996156349101	0	0	0.784327921213734	0.181739153910182	CD274;COL4A4;COL4A3;NOS1AP;SLC1A3;PDCD1LG2;ATF3;SOX5
NFE2L2 22581777 ChIP-Seq LYMPHOBLASTOID Human	2/425	0.794806612609737	0.999996156349101	0	0	0.675810040328188	0.155204133721025	CD274;TMEM119
XRN2 22483619 ChIP-Seq HELA Human	7/1296	0.797968434142001	0.999996156349101	0	0	0.769938232489829	0.173764463589316	ARL17B;ARL17A;PKIB;SLC1A3;KIF20A;GPR84;MYOM2
FUS 26573619 Chip-Seq HEK293 Human	2/428	0.798027516734918	0.999996156349101	0	0	0.670947252140293	0.151373885641248	LRP1B;SOX5
CEBPB 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	8/1461	0.798133376719787	0.999996156349101	0	0	0.779670707819366	0.175799805611513	FHAD1;GRIP1;LYPD6B;SLC1A3;PARVA;CACNA1E;SRGAP1;CORIN
KAP1 27257070 Chip-Seq ESCs Mouse	8/1461	0.798133376719787	0.999996156349101	0	0	0.779670707819366	0.175799805611513	FHAD1;MOXD1;PLLP;FN1;SERPING1;MMP19;SRGAP1;ATF3
EBNA2 21746931 ChIP-Seq IB4-LCL Human	6/1137	0.803158914792317	0.999996156349101	0	0	0.752793183827667	0.165014285831077	CD274;SLAMF8;KCNK17;PDCD1LG2;MYOM2;CD177
JARID1B-DAIN 22020125 ChIP-Seq ESCs Mouse	8/1470	0.803608181899089	0.999996156349101	0	0	0.774492265600337	0.169337672207452	GBP6;GRIP1;BATF2;EPSTI1;BHLHE41;GPR84;ATF3;CORIN
SREBP2 21459322 ChIP-Seq LIVER Mouse	4/801	0.808051152330362	0.999996156349101	0	0	0.714058315698796	0.152187188219406	C1QB;NRN1;OTX1;SYBU
AR 21909140 ChIP-Seq LNCAP Human	1/238	0.809435004152037	0.999996156349101	0	0	0.60442268009486	0.127786317983261	KIF20A
NEUROD2 26341353 ChIP-Seq CORTEX Mouse	8/1481	0.810149519978377	0.999996156349101	0	0	0.768248994725573	0.161744420509809	FBXO39;NOS1AP;BHLHE41;KREMEN1;ROR1;CACNA1E;SYN2;SOX5
ZFX 18555785 Chip-Seq ESCs Mouse	8/1485	0.812487482379133	0.999996156349101	0	0	0.766001770741107	0.159063922441678	COL4A4;LYPD6B;COL4A3;NOS1AP;FN1;CACNA1E;ATF3;LRP1B
PBX 27287812 Chip-Seq EMBYONIC-LIMB Mouse	8/1490	0.815379559256104	0.999996156349101	0	0	0.763209799647047	0.155772308635554	FHAD1;C1QB;C1QA;ANK2;GPR84;PDCD1LG2;SOX5;GDF7
NANOG 16518401 ChIP-PET MESCs Mouse	9/1657	0.816717897851065	0.999996156349101	0	0	0.771082637164145	0.156114573573756	WDR17;SERPING1;ROR1;GPR84;CYYR1;GBP1;CSMD1;LRP1B;COCH
TP63 23658742 ChIP-Seq EP156T Human	17/2937	0.817088842417237	0.999996156349101	0	0	0.815164723197102	0.164669345257725	GBP5;OLAH;PLEKHG7;ANKRD22;FN1;CLEC18B;SLC1A3;ANK2;PARVA;PDCD1LG2;CACNA1E;LYPD6B;EPSTI1;SERPING1;CYYR1;SRGAP1;ATF3
ESRRB 18555785 Chip-Seq ESCs Mouse	8/1496	0.818805678989902	0.999996156349101	0	0	0.759884201819686	0.151907302959212	GRIN3A;COL4A4;COL4A3;NOS1AP;SLAMF8;FN1;CACNA1E;ATF3
NR3C2 34362910 ChIP-Seq WistarRat Hippocampus	8/1496	0.818805678989902	0.999996156349101	0	0	0.759884201819686	0.151907302959212	FHAD1;COL4A4;ROR1;CACNA1E;SYN2;CSMD1;SYBU;SOX5
KDM2B 26808549 Chip-Seq K562 Human	9/1673	0.825309385432792	0.999996156349101	0	0	0.762997540250447	0.146493200815491	BTNL9;FHAD1;NRN1;ANXA3;BHLHE41;GPR84;WNT16;SRGAP1;VSIG10
NMYC 18555785 Chip-Seq ESCs Mouse	8/1510	0.826613055793608	0.999996156349101	0	0	0.752227798832326	0.143238151138223	COL4A4;LYPD6B;COL4A3;NOS1AP;SLAMF8;FN1;CACNA1E;ATF3
PU1 27457419 Chip-Seq LIVER Mouse	8/1510	0.826613055793608	0.999996156349101	0	0	0.752227798832326	0.143238151138223	COL4A4;LYPD6B;COL4A3;NOS1AP;SLAMF8;FN1;CACNA1E;ATF3
ADNP 35650610 ChIP-Seq mESC Mouse Stem Autism	2/458	0.82786537624395	0.999996156349101	0	0	0.625838493292054	0.118223849654631	EPSTI1;ANK2
ELF3 26769127 Chip-Seq PDAC-Cell Line Human	9/1680	0.828971547750891	0.999996156349101	0	0	0.759508997536637	0.142460681599832	FHAD1;GBP5;IFI27;PRR16;SLITRK5;ROR1;GBP1;ATF3;SOX5
LMO2 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	8/1517	0.830419429633092	0.999996156349101	0	0	0.748452872508539	0.139080782703142	GRIP1;OLAH;GRIN3A;NOS1AP;SLC1A3;ANK2;ATF3;CORIN
GATA1 19941827 ChIP-Seq MEL86 Mouse	8/1519	0.831495137592145	0.999996156349101	0	0	0.747380746321845	0.137914040659519	CD274;C1QA;ANXA3;NOS1AP;SERPING1;SLC1A3;PDCD1LG2;SOX5
KAP1 22055183 ChIP-Seq ESCs Mouse	5/1009	0.831516249220869	0.999996156349101	0	0	0.706122876913399	0.130282804904575	GBP6;SLC26A8;MMP19;PDCD1LG2;GDF7
RBPJ 21746931 ChIP-Seq IB4-LCL Human	8/1523	0.833630853437008	0.999996156349101	0	0	0.745244986037065	0.135608203094037	CD274;SLAMF8;FN1;FFAR3;IL27;KCNK17;PDCD1LG2;CD177
POU5F1 16518401 ChIP-PET MESCs Mouse	4/836	0.833714262298697	0.999996156349101	0	0	0.682764064293915	0.124170576906093	KREMEN1;GBP1;CSMD1;CORIN
SMAD3 22036565 ChIP-Seq ESCs Mouse	4/844	0.839166163266463	0.999996156349101	0	0	0.675977256574272	0.118530275045543	FN1;SERPING1;OTX1;LRP1B
PDX1 19855005 ChIP-ChIP MIN6 Mouse	2/476	0.843820928983809	0.999996156349101	0	0	0.601514023330851	0.102146089644777	C1QA;KIF20A
PRDM14 20953172 ChIP-Seq ESCs Human	7/1374	0.843912714782525	0.999996156349101	0	0	0.722957163678194	0.122690318966585	GRIP1;NRN1;SLC1A3;SLITRK5;CACNA1E;MOCS1;MYOM2
GATA4 21415370 ChIP-Seq HL-1 Mouse	7/1374	0.843912714782525	0.999996156349101	0	0	0.722957163678194	0.122690318966585	CD274;COL4A4;TMEM119;SYN2;MYOM2;DDO;CORIN
JUN 21703547 ChIP-Seq K562 Human	6/1206	0.845653120013423	0.999996156349101	0	0	0.706893939393939	0.118507960508714	SLC1A3;SLITRK5;CYYR1;FGF13;XKR3;COCH
NFI 21473784 ChIP-Seq ESCs Mouse	8/1549	0.847008631793519	0.999996156349101	0	0	0.731632805870314	0.121483525414846	NRN1;NOS1AP;SLAMF8;FN1;CACNA1E;SRGAP1;ATF3;LRP1B
BCAT 22108803 ChIP-Seq LS180 Human	2/482	0.84883627693963	0.999996156349101	0	0	0.593811274509804	0.0973191083592427	C1QA;XKR3
ELF5 23300383 ChIP-Seq T47D Human	4/860	0.849626155060163	0.999996156349101	0	0	0.662784209792161	0.108006548531323	SIGLEC16;ANXA3;SLITRK5;GPR84
TP53 22573176 ChIP-Seq HFKS Human	5/1039	0.849894616358186	0.999996156349101	0	0	0.684545018251625	0.111336399229118	PLEKHG7;COL4A3;NOS1AP;CLEC18B;CYYR1
POU3F1 26484290 ChIP-Seq ESCss Mouse	8/1557	0.850951544586255	0.999996156349101	0	0	0.727536375825595	0.117424437563424	GRIP1;NOS1AP;SLITRK5;NRCAM;ANK2;PARVA;ATF3;COCH
NRF2 31884422 ChIP-Seq A549 Human Lung Carcinoma	8/1563	0.853856074108779	0.999996156349101	0	0	0.724491714073708	0.114464351960992	COL4A4;COL4A3;NRCAM;CYYR1;SRGAP1;LRP1B;MYOM2;CD177
FOXO1 23066095 ChIP-Seq LIVER Mouse	1/276	0.854021854562957	0.999996156349101	0	0	0.519893828798938	0.0820384635871859	NRN1
GATA3 21867929 ChIP-Seq CD8 Mouse	7/1397	0.855767444632071	0.999996156349101	0	0	0.710110384974463	0.110604390964019	GRIP1;C1QA;FBXO39;NRCAM;PDCD1LG2;CD177;C1QC
